parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
Larsen & Toubro Ltd,E100000120765,legal entity,3358003FR3JIC5FRXA90,4295872412,IND,IND,100.0,Larsen & Toubro Ltd -> Nabha Power Ltd [100.0%] -> Rajpura Thermal Power Project [100.0%],,Nabha Power Ltd,E100000120893,,,25453902,Rajpura Thermal Power Project,power,electricity-generation
L&T Employees Trust ,E100001010843,legal entity,335800QX4QSE6IP8V685,5077893774,IND,IND,14.18,L&T Employees Trust  -> Larsen & Toubro Ltd [14.18%] -> Nabha Power Ltd [100.0%] -> Rajpura Thermal Power Project [100.0%],8048,Nabha Power Ltd,E100000120893,,,25453902,Rajpura Thermal Power Project,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> Ramagundam power station [100.0%],,NTPC Ltd,E100000001926,,,25451483,Ramagundam power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> Ramagundam power station [100.0%],,NTPC Ltd,E100000001926,,,25451483,Ramagundam power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> Ramagundam power station [100.0%],,NTPC Ltd,E100000001926,,,25451483,Ramagundam power station,power,electricity-generation
FACOR Power Ltd,E100000120447,legal entity,not found,5036175865,IND,IND,100.0,FACOR Power Ltd -> Randia power station [100.0%],,FACOR Power Ltd,E100000120447,,,25454020,Randia power station,power,electricity-generation
ACB (India) Ltd,E100000120005,legal entity,335800GXZU8LSZHWN659,4297602088,IND,IND,100.0,ACB (India) Ltd -> Ratija Power Project [100.0%],,ACB (India) Ltd,E100000120005,,,25454549,Ratija Power Project,power,electricity-generation
JSW Investments Pvt Ltd,E100001010823,legal entity,984500C70063C806F086,5000932349,IND,IND,20.22,JSW Investments Pvt Ltd -> JSW Energy Ltd [20.22%] -> Ratnagiri Power Plant [100.0%],,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Siddeshwari Tradex Pvt Ltd,E100001010037,legal entity,335800FGO8OPSHX7FC78,5055414139,IND,IND,14.04,Siddeshwari Tradex Pvt Ltd -> JSW Energy Ltd [14.04%] -> Ratnagiri Power Plant [100.0%],,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
OPJ Trading Pvt Ltd,E100001010036,legal entity,33580085MID9TDUZQY75,5043420644,IND,IND,0.03,OPJ Trading Pvt Ltd -> JSW Holdings Ltd [7.41%] -> JSW Steel Ltd [7.42%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],"182888,7981",JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Virtuous Tradecorp Pvt Ltd [unknown %] -> JSW Energy Ltd [5.2%] -> Ratnagiri Power Plant [100.0%],7981,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,9.57,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> JSW Energy Ltd [9.92%] -> Ratnagiri Power Plant [100.0%],7981,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
JFE Steel International Europe BV,E100001010147,legal entity,3538004SYEDMHPTGRC96,5058584495,NLD,NLD,0.78,JFE Steel International Europe BV -> JSW Steel Ltd [15.0%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],7981,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Vinamra Consultancy Pvt Ltd,E100001010034,legal entity,not found,5055374875,IND,IND,0.04,Vinamra Consultancy Pvt Ltd -> JSW Holdings Ltd [9.76%] -> JSW Steel Ltd [7.42%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],"182888,7981",JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
JSW Techno Projects Management Ltd,E100001010148,legal entity,335800ID2SEUMJ4UHQ09,5001102607,IND,IND,0.56,JSW Techno Projects Management Ltd -> JSW Steel Ltd [10.82%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],7981,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Strata Multiventures Pvt Ltd,E100001010035,legal entity,not found,5060614941,IND,IND,0.03,Strata Multiventures Pvt Ltd -> JSW Holdings Ltd [7.41%] -> JSW Steel Ltd [7.42%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],"182888,7981",JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Virtuous Tradecorp Pvt Ltd,E100001001119,legal entity,9845001AD2BDJ6090537,5043428784,IND,IND,5.2,Virtuous Tradecorp Pvt Ltd -> JSW Energy Ltd [5.2%] -> Ratnagiri Power Plant [100.0%],,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,21.03,small shareholder(s)  -> JSW Energy Ltd [21.03%] -> Ratnagiri Power Plant [100.0%],,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
JSW Steel Ltd,E100001000516,legal entity,335800EK6HZSC4CVAJ09,4295872888,IND,IND,5.19,JSW Steel Ltd -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,9.92,Life Insurance Corporation of India Ltd -> JSW Energy Ltd [9.92%] -> Ratnagiri Power Plant [100.0%],,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Vistra Itcl (India) Ltd,E100002016967,legal entity,98450071A741CHC8C158,5034172172,IND,IND,0.0,Vistra Itcl (India) Ltd -> Nalwa Sons Investments Ltd [9.4%] -> JSW Holdings Ltd [10.24%] -> JSW Steel Ltd [7.42%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],"182888,185041,7981",JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
JSL Ltd,E100001010825,legal entity,9845000EFEDA6FDB5854,5079898681,IND,IND,8.84,JSL Ltd -> JSW Energy Ltd [8.84%] -> Ratnagiri Power Plant [100.0%],,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Genova Multisolutions Pvt Ltd,E100001016565,legal entity,not found,5060559315,IND,IND,0.0,Genova Multisolutions Pvt Ltd -> Nalwa Sons Investments Ltd [11.12%] -> JSW Holdings Ltd [10.24%] -> JSW Steel Ltd [7.42%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],"182888,185041,7981",JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
JSW Energy Ltd,E100001000522,legal entity,3358001ZFBW2VIMBMI85,4298036035,IND,IND,100.0,JSW Energy Ltd -> Ratnagiri Power Plant [100.0%],,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Vividh Finvest Pvt Ltd,E100001000521,legal entity,98450016C1B2B637EF67,5082241084,IND,IND,0.3,Vividh Finvest Pvt Ltd -> JSW Steel Ltd [5.86%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],7981,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
JSW Holdings Ltd,E100001000519,legal entity,9845006RA7A0B1490132,4295873178,IND,IND,0.39,JSW Holdings Ltd -> JSW Steel Ltd [7.42%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],7981,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Indusglobe Multiventures Pvt Ltd,E100001010824,legal entity,984500C2E1D2C453AD36,5060593256,IND,IND,15.56,Indusglobe Multiventures Pvt Ltd -> JSW Energy Ltd [15.56%] -> Ratnagiri Power Plant [100.0%],,JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Nalwa Sons Investments Ltd,E100001010033,legal entity,984500C6BD9A0AD01026,4295873306,IND,IND,0.04,Nalwa Sons Investments Ltd -> JSW Holdings Ltd [10.24%] -> JSW Steel Ltd [7.42%] -> JSW Energy Ltd [5.19%] -> Ratnagiri Power Plant [100.0%],"182888,7981",JSW Energy Ltd,E100001000522,,,25453753,Ratnagiri Power Plant,power,electricity-generation
Essel Mining & Industries Ltd,E100000153045,legal entity,3358006SBGEK8EC3HC67,4296015221,IND,IND,3.81,Essel Mining & Industries Ltd -> IGH Holdings Pvt Ltd [100.0%] -> Grasim Industries Ltd [6.64%] -> UltraTech Cement Ltd [57.35%] -> Rawan Cement power station [100.0%],"108994,108996,105718",UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,5.83,natural person(s)  -> UltraTech Cement Ltd [5.83%] -> Rawan Cement power station [100.0%],,UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,4.49,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Grasim Industries Ltd [8.11%] -> UltraTech Cement Ltd [57.35%] -> Rawan Cement power station [100.0%],"108994,108996,105718",UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,4.65,Life Insurance Corporation of India Ltd -> Grasim Industries Ltd [8.11%] -> UltraTech Cement Ltd [57.35%] -> Rawan Cement power station [100.0%],"108996,105718",UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
IGH Holdings Pvt Ltd,E100001010419,legal entity,335800E52FQAZNBKW310,5000932187,IND,IND,3.81,IGH Holdings Pvt Ltd -> Grasim Industries Ltd [6.64%] -> UltraTech Cement Ltd [57.35%] -> Rawan Cement power station [100.0%],"108996,105718",UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,36.82,small shareholder(s)  -> UltraTech Cement Ltd [36.82%] -> Rawan Cement power station [100.0%],,UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
Birla Group Holdings Pvt Ltd,E100001010420,legal entity,335800ILCQTLE8K8I628,5000003697,IND,IND,10.95,Birla Group Holdings Pvt Ltd -> Grasim Industries Ltd [19.1%] -> UltraTech Cement Ltd [57.35%] -> Rawan Cement power station [100.0%],"108996,105718",UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
UltraTech Cement Ltd,E100000000531,legal entity,335800PC9O9B4BQHG814,4295873970,IND,IND,100.0,UltraTech Cement Ltd -> Rawan Cement power station [100.0%],,UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
Grasim Industries Ltd,E100000120517,legal entity,335800WLY7FOIT3ERV21,4295872971,IND,IND,57.35,Grasim Industries Ltd -> UltraTech Cement Ltd [57.35%] -> Rawan Cement power station [100.0%],,UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
Aditya Birla Management Corporation Pvt Ltd,E100000120031,legal entity,335800GITXOP4O6TQM65,5000053377,IND,IND,,Aditya Birla Management Corporation Pvt Ltd -> Essel Mining & Industries Ltd [unknown %] -> IGH Holdings Pvt Ltd [100.0%] -> Grasim Industries Ltd [6.64%] -> UltraTech Cement Ltd [57.35%] -> Rawan Cement power station [100.0%],"109104,108994,108996,105718",UltraTech Cement Ltd,E100000000531,,,451940,Rawan Cement power station,power,electricity-generation
JK Organization ,E100000120647,arrangement,not found,4297682093,,IND,,JK Organization  -> JK Paper Ltd [unknown %] -> Rayagada Paper power station [100.0%],,JK Paper Ltd,E100000120648,,,25455340,Rayagada Paper power station,power,electricity-generation
JK Paper Ltd,E100000120648,legal entity,335800JW9BQEHI6ASI59,4295873163,IND,IND,100.0,JK Paper Ltd -> Rayagada Paper power station [100.0%],,JK Paper Ltd,E100000120648,,,25455340,Rayagada Paper power station,power,electricity-generation
State of Andhra Pradesh (India) ,E100001010088,state,not found,5000002431,,IND,100.0,State of Andhra Pradesh (India)  -> Andhra Pradesh Power Generation Corp Ltd [100.0%] -> Andhra Pradesh Power Development Co Ltd [100.0%] -> Rayalaseema Thermal Power Project [100.0%],"5878,5879",Andhra Pradesh Power Development Co Ltd,E100001000826,,,25450212,Rayalaseema Thermal Power Project,power,electricity-generation
Andhra Pradesh Power Generation Corp Ltd,E100001000827,legal entity,335800LSWDF22DC18Q05,5000004469,IND,IND,100.0,Andhra Pradesh Power Generation Corp Ltd -> Andhra Pradesh Power Development Co Ltd [100.0%] -> Rayalaseema Thermal Power Project [100.0%],,Andhra Pradesh Power Development Co Ltd,E100001000826,,,25450212,Rayalaseema Thermal Power Project,power,electricity-generation
Essel Mining & Industries Ltd,E100000153045,legal entity,3358006SBGEK8EC3HC67,4296015221,IND,IND,15.58,Essel Mining & Industries Ltd -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Renusagar power station [100.0%],6988,Hindalco Industries Ltd,E100000120560,,,25451914,Renusagar power station,power,electricity-generation
Birla Group Holdings Pvt Ltd,E100001010420,legal entity,335800ILCQTLE8K8I628,5000003697,IND,IND,10.16,Birla Group Holdings Pvt Ltd -> Hindalco Industries Ltd [10.16%] -> Renusagar power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25451914,Renusagar power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,9.65,Life Insurance Corporation of India Ltd -> Hindalco Industries Ltd [9.65%] -> Renusagar power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25451914,Renusagar power station,power,electricity-generation
IGH Holdings Pvt Ltd,E100001010419,legal entity,335800E52FQAZNBKW310,5000932187,IND,IND,15.58,IGH Holdings Pvt Ltd -> Hindalco Industries Ltd [15.58%] -> Renusagar power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25451914,Renusagar power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,59.45,small shareholder(s)  -> Hindalco Industries Ltd [59.45%] -> Renusagar power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25451914,Renusagar power station,power,electricity-generation
Aditya Birla Management Corporation Pvt Ltd,E100000120031,legal entity,335800GITXOP4O6TQM65,5000053377,IND,IND,,Aditya Birla Management Corporation Pvt Ltd -> Essel Mining & Industries Ltd [unknown %] -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Renusagar power station [100.0%],"109104,6988",Hindalco Industries Ltd,E100000120560,,,25451914,Renusagar power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,5.16,natural person(s)  -> Hindalco Industries Ltd [5.16%] -> Renusagar power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25451914,Renusagar power station,power,electricity-generation
Hindalco Industries Ltd,E100000120560,legal entity,335800KXLE5NO5B4GF90,4295873625,IND,IND,100.0,Hindalco Industries Ltd -> Renusagar power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25451914,Renusagar power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,9.31,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Hindalco Industries Ltd [9.65%] -> Renusagar power station [100.0%],6988,Hindalco Industries Ltd,E100000120560,,,25451914,Renusagar power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> Rihand power station [100.0%],,NTPC Ltd,E100000001926,,,448682,Rihand power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> Rihand power station [100.0%],,NTPC Ltd,E100000001926,,,448682,Rihand power station,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> Rihand power station [100.0%],,NTPC Ltd,E100000001926,,,448682,Rihand power station,power,electricity-generation
Punjab State Power Corporation Ltd,E100000121150,legal entity,335800FO823FNKH38402,5037357157,IND,IND,100.0,Punjab State Power Corporation Ltd -> Ropar power station [100.0%],,Punjab State Power Corporation Ltd,E100000121150,,,25451756,Ropar power station,power,electricity-generation
State of Punjab ,E100001010760,state,,5000034572,,IND,100.0,State of Punjab  -> Punjab State Power Corporation Ltd [100.0%] -> Ropar power station [100.0%],,Punjab State Power Corporation Ltd,E100000121150,,,25451756,Ropar power station,power,electricity-generation
VFSI Holdings Pte Ltd,E100001001128,legal entity,5493008HQHKIW5DMSL27,5068925309,SGP,SGP,1.72,VFSI Holdings Pte Ltd -> Reliance Infrastructure Ltd [6.91%] -> Reliance Power Ltd [24.9%] -> Rosa Thermal Power Plant [100.0%],6191,Reliance Power Ltd,E100001000083,,,25452773,Rosa Thermal Power Plant,power,electricity-generation
Risee Infinity Pvt Ltd,E100001001127,legal entity,335800VQDHTMKEK8NL27,5080515333,IND,IND,4.59,Risee Infinity Pvt Ltd -> Reliance Infrastructure Ltd [18.45%] -> Reliance Power Ltd [24.9%] -> Rosa Thermal Power Plant [100.0%],6191,Reliance Power Ltd,E100001000083,,,25452773,Rosa Thermal Power Plant,power,electricity-generation
Reliance Infrastructure Ltd,E100000001937,legal entity,3358004TN6DP229EDA32,4295873629,IND,IND,24.9,Reliance Infrastructure Ltd -> Reliance Power Ltd [24.9%] -> Rosa Thermal Power Plant [100.0%],,Reliance Power Ltd,E100001000083,,,25452773,Rosa Thermal Power Plant,power,electricity-generation
Reliance Power Ltd,E100001000083,legal entity,335800D1QMGOF93XZU85,4295873964,IND,IND,100.0,Reliance Power Ltd -> Rosa Thermal Power Plant [100.0%],,Reliance Power Ltd,E100001000083,,,25452773,Rosa Thermal Power Plant,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,25.55,Government of India  -> NTPC Ltd [51.1%] -> NTPC-SAIL Power Co Ltd [50.0%] -> Rourkela Works-2 power station [100.0%],"6080,6070",NTPC-SAIL Power Co Ltd,E100000120890,,,25454475,Rourkela Works-2 power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,4.5,Life Insurance Corporation of India Ltd -> Steel Authority of India Ltd [9.0%] -> NTPC-SAIL Power Co Ltd [50.0%] -> Rourkela Works-2 power station [100.0%],"6080,6070",NTPC-SAIL Power Co Ltd,E100000120890,,,25454475,Rourkela Works-2 power station,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,50.0,NTPC Ltd -> NTPC-SAIL Power Co Ltd [50.0%] -> Rourkela Works-2 power station [100.0%],,NTPC-SAIL Power Co Ltd,E100000120890,,,25454475,Rourkela Works-2 power station,power,electricity-generation
Steel Authority of India Ltd,E100001000703,legal entity,335800ZJXMF183ZCQI90,4295872623,IND,IND,50.0,Steel Authority of India Ltd -> NTPC-SAIL Power Co Ltd [50.0%] -> Rourkela Works-2 power station [100.0%],,NTPC-SAIL Power Co Ltd,E100000120890,,,25454475,Rourkela Works-2 power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,24.45,small shareholder(s)  -> NTPC Ltd [48.9%] -> NTPC-SAIL Power Co Ltd [50.0%] -> Rourkela Works-2 power station [100.0%],"6080,6070",NTPC-SAIL Power Co Ltd,E100000120890,,,25454475,Rourkela Works-2 power station,power,electricity-generation
Gujarat State Financial Services Ltd,E100001010854,legal entity,335800U67EL3MUKPBP74,4296122847,IND,IND,9.75,Gujarat State Financial Services Ltd -> Torrent Power Ltd [9.75%] -> SABARMATI [100.0%],,Torrent Power Ltd,E100000001941,,,25455868,SABARMATI,power,electricity-generation
Torrent Investments Pvt Ltd,E100001010853,legal entity,335800WP78D2C8DEBC51,5000054269,IND,IND,53.56,Torrent Investments Pvt Ltd -> Torrent Power Ltd [53.56%] -> SABARMATI [100.0%],,Torrent Power Ltd,E100000001941,,,25455868,SABARMATI,power,electricity-generation
Torrent Power Ltd,E100000001941,legal entity,335800DJYYJQGAH3OX89,,IND,IND,100.0,Torrent Power Ltd -> SABARMATI [100.0%],,Torrent Power Ltd,E100000001941,,,25455868,SABARMATI,power,electricity-generation
KSK Energy Ventures Ltd,E100000001919,legal entity,not found,4298052312,IND,IND,100.0,KSK Energy Ventures Ltd -> SAI REGENCY [100.0%],,KSK Energy Ventures Ltd,E100000001919,,,450746,SAI REGENCY,power,electricity-generation
Sakthi Sugars Ltd,E100000132881,legal entity,9845001BF5CD9BCF1A07,4295874221,IND,IND,100.0,Sakthi Sugars Ltd -> SAKTHI MILL [100.0%],,Sakthi Sugars Ltd,E100000132881,,,4404521,SAKTHI MILL,power,electricity-generation
Reliance Infrastructure Ltd,E100000001937,legal entity,3358004TN6DP229EDA32,4295873629,IND,IND,100.0,Reliance Infrastructure Ltd -> SAMALKOT [100.0%],,Reliance Infrastructure Ltd,E100000001937,,,450200,SAMALKOT,power,electricity-generation
VFSI Holdings Pte Ltd,E100001001128,legal entity,5493008HQHKIW5DMSL27,5068925309,SGP,SGP,6.91,VFSI Holdings Pte Ltd -> Reliance Infrastructure Ltd [6.91%] -> SAMALKOT [100.0%],,Reliance Infrastructure Ltd,E100000001937,,,450200,SAMALKOT,power,electricity-generation
Risee Infinity Pvt Ltd,E100001001127,legal entity,335800VQDHTMKEK8NL27,5080515333,IND,IND,18.45,Risee Infinity Pvt Ltd -> Reliance Infrastructure Ltd [18.45%] -> SAMALKOT [100.0%],,Reliance Infrastructure Ltd,E100000001937,,,450200,SAMALKOT,power,electricity-generation
Sanghi Industries Ltd,E100001011187,legal entity,3358003WI6JFCUBA5I18,4295872939,IND,IND,100.0,Sanghi Industries Ltd -> SANGHIPURAM CEMENT [100.0%],,Sanghi Industries Ltd,E100001011187,,,449154,SANGHIPURAM CEMENT,power,electricity-generation
Megha Engineering & Infrastructures Ltd,E100001010806,legal entity,335800XICVT38GN9AS13,4298176737,IND,IND,99.99,Megha Engineering & Infrastructures Ltd -> TP Power Holdings Pvt Ltd [100.0%] -> SEPC Power Pvt Ltd [99.99%] -> SEPC Tuticorin power station [100.0%],61279,SEPC Power Pvt Ltd,E100000121205,,,25452143,SEPC Tuticorin power station,power,electricity-generation
Shree Datta Sahakari Shetkari Sakhar Karkhana Ltd,E100002003038,legal entity,not found,not found,,IND,,Shree Datta Sahakari Shetkari Sakhar Karkhana Ltd -> Urjankur Shree Datta Power Co Ltd [unknown %] -> SHIROL MILL [100.0%],,Urjankur Shree Datta Power Co Ltd,E100000132962,,,450256,SHIROL MILL,power,electricity-generation
Maharashtra Energy Development Agency ,E100002003034,state body,not found,5081975136,,IND,,Maharashtra Energy Development Agency  -> Urjankur Shree Datta Power Co Ltd [unknown %] -> SHIROL MILL [100.0%],,Urjankur Shree Datta Power Co Ltd,E100000132962,,,450256,SHIROL MILL,power,electricity-generation
State of Maharashtra ,E100002003036,state,,5000067110,,IND,,State of Maharashtra  -> Maharashtra Energy Development Agency  [100.0%] -> Urjankur Shree Datta Power Co Ltd [unknown %] -> SHIROL MILL [100.0%],120869,Urjankur Shree Datta Power Co Ltd,E100000132962,,,450256,SHIROL MILL,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,2.44,Government of India  -> State Bank of India  [56.92%] -> SBI Funds Management Ltd [62.21%] -> CESC Ltd [6.88%] -> SOUTHERN (CESC) [100.0%],"114364,114365,171031",CESC Ltd,E100001000736,,,447604,SOUTHERN (CESC),power,electricity-generation
CESC Ltd,E100001000736,legal entity,3358009RW8LFOENISG12,4295873239,IND,IND,100.0,CESC Ltd -> SOUTHERN (CESC) [100.0%],,CESC Ltd,E100001000736,,,447604,SOUTHERN (CESC),power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,0.38,Life Insurance Corporation of India Ltd -> State Bank of India  [8.83%] -> SBI Funds Management Ltd [62.21%] -> CESC Ltd [6.88%] -> SOUTHERN (CESC) [100.0%],"114364,114365,171031",CESC Ltd,E100001000736,,,447604,SOUTHERN (CESC),power,electricity-generation
State Bank of India ,E100001010783,legal entity,5493001JZ37UBBZF6L49,4295873809,IND,IND,4.28,State Bank of India  -> SBI Funds Management Ltd [62.21%] -> CESC Ltd [6.88%] -> SOUTHERN (CESC) [100.0%],171031,CESC Ltd,E100001000736,,,447604,SOUTHERN (CESC),power,electricity-generation
SBI Funds Management Ltd,E100001010637,legal entity,335800ES69GBGRRH7193,5000002835,IND,IND,6.88,SBI Funds Management Ltd -> CESC Ltd [6.88%] -> SOUTHERN (CESC) [100.0%],,CESC Ltd,E100001000736,,,447604,SOUTHERN (CESC),power,electricity-generation
AMUNDI Asset Management SAS,E100001016749,legal entity,not found,5000068443,FRA,FRA,2.51,AMUNDI Asset Management SAS -> SBI Funds Management Ltd [36.54%] -> CESC Ltd [6.88%] -> SOUTHERN (CESC) [100.0%],171031,CESC Ltd,E100001000736,,,447604,SOUTHERN (CESC),power,electricity-generation
Rainbow Investments Ltd,E100001010635,legal entity,not found,5043331314,IND,IND,44.36,Rainbow Investments Ltd -> CESC Ltd [44.36%] -> SOUTHERN (CESC) [100.0%],,CESC Ltd,E100001000736,,,447604,SOUTHERN (CESC),power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.76,small shareholder(s)  -> CESC Ltd [48.76%] -> SOUTHERN (CESC) [100.0%],,CESC Ltd,E100001000736,,,447604,SOUTHERN (CESC),power,electricity-generation
ACB (India) Ltd,E100000120005,legal entity,335800GXZU8LSZHWN659,4297602088,IND,IND,100.0,ACB (India) Ltd -> SVPL power station [100.0%],,ACB (India) Ltd,E100000120005,,,25453861,SVPL power station,power,electricity-generation
The West Bengal Power Development Corporation Ltd,E100001000512,legal entity,335800EA77DSCIGU4Z68,4296105600,IND,IND,100.0,The West Bengal Power Development Corporation Ltd -> Sagardighi Thermal Power Station [100.0%],,The West Bengal Power Development Corporation Ltd,E100001000512,,,25453084,Sagardighi Thermal Power Station,power,electricity-generation
State of West Bengal ,E100001000513,state,,4298501920,,IND,100.0,State of West Bengal  -> The West Bengal Power Development Corporation Ltd [100.0%] -> Sagardighi Thermal Power Station [100.0%],,The West Bengal Power Development Corporation Ltd,E100001000512,,,25453084,Sagardighi Thermal Power Station,power,electricity-generation
unknown ,E100000132388,unknown entity,not applicable,not applicable,,,19.0,unknown  -> Essar Power Ltd [19.0%] -> Essar Power Gujarat Ltd [100.0%] -> Salaya power plant [100.0%],"146995,117397,146991",Essar Power Gujarat Ltd,E100002003546,,,25454017,Salaya power plant,power,electricity-generation
